all_go_terms,genes,dnds
GO:0004672,maker-267_pilon-augustus-gene-29.103,0.469846487403582
GO:0006468,maker-267_pilon-augustus-gene-29.103,0.469846487403582
GO:0003779,maker-770_pilon-snap-gene-19.60,0.46960600891389
GO:0006511,maker-418_pilon-snap-gene-0.65,0.469605423016671
GO:0005737,maker-418_pilon-snap-gene-0.65,0.469605423016671
GO:0007275,maker-418_pilon-snap-gene-0.65,0.469605423016671
GO:0005515,maker-380_pilon-augustus-gene-14.43,0.469436410321895
GO:0005515,maker-537_pilon-snap-gene-3.106,0.468259467930659
GO:0005515,maker-819_pilon-augustus-gene-5.8,0.468254839054033
GO:0005525,maker-415_pilon-snap-gene-2.25,0.467389048636781
GO:0003924,maker-415_pilon-snap-gene-2.25,0.467389048636781
GO:0008270,snap-316_pilon-processed-gene-63.44,0.46675971720473
GO:0003723,maker-714_pilon-snap-gene-10.167,0.466603950828486
GO:0009055,maker-74056_pilon-augustus-gene-13.84,0.466406433524827
GO:0003723,maker-616_pilon-augustus-gene-14.63,0.464859031811192
GO:0003723,snap_masked-975_pilon-processed-gene-27.66,0.464849413132073
GO:0005515,snap-268_pilon-processed-gene-17.62,0.464698090076592
GO:0003676,maker-264_pilon-augustus-gene-69.12,0.464573836808258
GO:0003700,augustus-267_pilon-processed-gene-1.67,0.464332019972246
GO:0006355,augustus-267_pilon-processed-gene-1.67,0.464332019972246
GO:0006352,augustus-267_pilon-processed-gene-1.67,0.464332019972246
GO:0006486,augustus-613_pilon-processed-gene-1.48,0.464234156233086
GO:0008373,augustus-613_pilon-processed-gene-1.48,0.464234156233086
GO:0005759,maker-352_pilon-snap-gene-37.54,0.464069630120246
GO:0005515,augustus-431_pilon-processed-gene-12.58,0.463205263663577
GO:0000160,augustus-431_pilon-processed-gene-12.58,0.463205263663577
GO:0004672,snap-126166_pilon-processed-gene-0.5,0.463023996131586
GO:0006468,snap-126166_pilon-processed-gene-0.5,0.463023996131586
GO:0005515,maker-880_pilon-snap-gene-14.153,0.461986336518189
GO:0005524,maker-73666_pilon-snap-gene-19.58,0.461684878642352
GO:0004672,maker-73666_pilon-snap-gene-19.58,0.461684878642352
GO:0006468,maker-73666_pilon-snap-gene-19.58,0.461684878642352
GO:0005515,snap-345_pilon-processed-gene-42.86,0.460639281701417
GO:0043531,snap-345_pilon-processed-gene-42.86,0.460639281701417
GO:0016020,maker-267_pilon-snap-gene-67.135,0.460454109557881
GO:0055085,maker-267_pilon-snap-gene-67.135,0.460454109557881
GO:0022857,maker-267_pilon-snap-gene-67.135,0.460454109557881
GO:0005524,maker-345_pilon-exonerate_protein2genome-gene-111.9,0.460342212126183
GO:0003676,maker-345_pilon-exonerate_protein2genome-gene-111.9,0.460342212126183
GO:0016020,maker-268_pilon-augustus-gene-124.39,0.460036669599266
GO:0006952,maker-268_pilon-augustus-gene-124.39,0.460036669599266
GO:0003723,augustus_masked-71561_pilon-processed-gene-0.76,0.459683960754186
GO:0005515,augustus-74796_pilon-processed-gene-0.4,0.459557881315049
GO:0005525,maker-71388_pilon-augustus-gene-0.4,0.459286610873384
GO:0006614,maker-71388_pilon-augustus-gene-0.4,0.459286610873384
GO:0009733,snap-826_pilon-processed-gene-6.20,0.458951251879505
GO:0004553,maker-783_pilon-augustus-gene-8.260,0.457856816490041
GO:0005975,maker-783_pilon-augustus-gene-8.260,0.457856816490041
GO:0035091,maker-627_pilon-snap-gene-7.141,0.456428109706165
GO:0043130,maker-627_pilon-snap-gene-7.141,0.456428109706165
GO:0046983,snap-358_pilon-processed-gene-41.54,0.455936700768872
GO:0008194,augustus-715_pilon-processed-gene-5.9,0.454396237892085
GO:0016787,augustus-69745_pilon-processed-gene-0.0,0.45381561030646
GO:0003723,snap-606_pilon-processed-gene-82.2,0.453174994649941
GO:0031124,snap-606_pilon-processed-gene-82.2,0.453174994649941
GO:0003676,snap-976_pilon-processed-gene-7.20,0.452171803197707
GO:0008270,snap-976_pilon-processed-gene-7.20,0.452171803197707
GO:0009058,snap_masked-806_pilon-processed-gene-0.37,0.451156284305434
GO:0030170,snap_masked-806_pilon-processed-gene-0.37,0.451156284305434
GO:0003700,maker-311_pilon-snap-gene-18.158,0.45107880602068
GO:0006355,maker-311_pilon-snap-gene-18.158,0.45107880602068
GO:0003700,snap-462_pilon-processed-gene-11.54,0.450572152568704
GO:0006355,snap-462_pilon-processed-gene-11.54,0.450572152568704
GO:0005525,maker-267_pilon-snap-gene-42.78,0.450474625545333
GO:0006614,maker-267_pilon-snap-gene-42.78,0.450474625545333
GO:0008312,maker-267_pilon-snap-gene-42.78,0.450474625545333
GO:0048500,maker-267_pilon-snap-gene-42.78,0.450474625545333
GO:0003755,maker-945_pilon-snap-gene-0.43,0.450218159870579
GO:0016788,maker-614_pilon-snap-gene-0.3,0.448826379524922
GO:0050661,maker-264_pilon-snap-gene-84.83,0.44835437875539
GO:0051287,maker-264_pilon-snap-gene-84.83,0.44835437875539
GO:0016491,maker-867_pilon-augustus-gene-57.51,0.448336808082072
GO:0008113,maker-380_pilon-augustus-gene-13.35,0.448175018385509
GO:0008194,augustus_masked-579_pilon-processed-gene-43.2,0.447982763733182
GO:0016787,augustus-414_pilon-processed-gene-15.25,0.447364773319583
GO:0003723,snap-261_pilon-processed-gene-36.46,0.447000963381083
GO:0016746,maker-316_pilon-snap-gene-39.1,0.44660819982133
GO:0003676,augustus-193886_pilon-processed-gene-0.1,0.446179187172511
GO:0004523,augustus-193886_pilon-processed-gene-0.1,0.446179187172511
GO:0046983,augustus_masked-772_pilon-processed-gene-10.3,0.446115420082366
GO:0046872,maker-571_pilon-augustus-gene-13.80,0.446073069315437
GO:0006508,maker-445_pilon-snap-gene-106.8,0.446052158700094
GO:0008236,maker-445_pilon-snap-gene-106.8,0.446052158700094
GO:0004222,maker-445_pilon-snap-gene-106.8,0.446052158700094
GO:0005515,snap-433_pilon-processed-gene-17.29,0.445077890559109
GO:0000166,maker-358_pilon-snap-gene-49.78,0.444907477510926
GO:0005524,maker-358_pilon-snap-gene-49.78,0.444907477510926
GO:0004812,maker-358_pilon-snap-gene-49.78,0.444907477510926
GO:0006418,maker-358_pilon-snap-gene-49.78,0.444907477510926
GO:0005515,augustus_masked-781_pilon-processed-gene-16.38,0.444060718183434
GO:0046983,augustus-984_pilon-processed-gene-13.63,0.442997546945353
GO:0006364,maker-616_pilon-snap-gene-14.10,0.442707471912886
GO:0016788,snap-353_pilon-processed-gene-43.46,0.442034471086859
GO:0005524,augustus-920_pilon-processed-gene-28.175,0.441667607544933
GO:0016020,maker-265_pilon-exonerate_protein2genome-gene-23.30,0.441081426682229
GO:0055085,maker-265_pilon-exonerate_protein2genome-gene-23.30,0.441081426682229
GO:0006812,maker-265_pilon-exonerate_protein2genome-gene-23.30,0.441081426682229
GO:0015299,maker-265_pilon-exonerate_protein2genome-gene-23.30,0.441081426682229
GO:0006508,maker-266_pilon-snap-gene-117.124,0.440396573061905
GO:0004222,maker-266_pilon-snap-gene-117.124,0.440396573061905
GO:0043565,maker-267_pilon-augustus-gene-1.106,0.44035825205268597
GO:0005515,maker-313_pilon-snap-gene-12.67,0.440155102250499
GO:0006508,maker-313_pilon-snap-gene-12.67,0.440155102250499
GO:0004190,maker-313_pilon-snap-gene-12.67,0.440155102250499
GO:0005524,augustus_masked-315_pilon-processed-gene-3.27,0.43994998052264
GO:0003774,augustus_masked-315_pilon-processed-gene-3.27,0.43994998052264
GO:0016459,augustus_masked-315_pilon-processed-gene-3.27,0.43994998052264
GO:0016020,maker-429_pilon-snap-gene-4.10,0.437164515521513
GO:0055085,maker-429_pilon-snap-gene-4.10,0.437164515521513
GO:0030001,maker-429_pilon-snap-gene-4.10,0.437164515521513
GO:0046873,maker-429_pilon-snap-gene-4.10,0.437164515521513
GO:0005515,maker-316_pilon-snap-gene-96.67,0.437011615097829
GO:0005515,snap-73317_pilon-processed-gene-0.0,0.436635433474355
GO:0003333,evm-588_pilon-processed-gene-0.44,0.436493139435347
GO:0003700,snap-237559_pilon-processed-gene-0.19,0.435207731043104
GO:0006355,snap-237559_pilon-processed-gene-0.19,0.435207731043104
GO:0016787,evm-451_pilon-processed-gene-33.78,0.435103031126704
GO:0003824,maker-267_pilon-snap-gene-8.52,0.435002613954733
GO:0016409,augustus_masked-261_pilon-processed-gene-86.85,0.434718486966594
GO:0003677,maker-261_pilon-snap-gene-44.15,0.434502543380993
GO:0005524,maker-261_pilon-snap-gene-44.15,0.434502543380993
GO:0140658,maker-261_pilon-snap-gene-44.15,0.434502543380993
GO:0006338,maker-261_pilon-snap-gene-44.15,0.434502543380993
GO:0003824,maker-611_pilon-augustus-gene-2.6,0.433120292478138
GO:0006508,evm-414_pilon-processed-gene-0.7,0.432910859526806
GO:0008234,evm-414_pilon-processed-gene-0.7,0.432910859526806
GO:0046872,maker-445_pilon-snap-gene-7.3,0.432253076293568
GO:0016491,maker-348_pilon-snap-gene-15.7,0.43102185517611
GO:0005515,snap_masked-380_pilon-processed-gene-14.9,0.430509237443156
GO:0016747,maker-867_pilon-snap-gene-28.16,0.430427117499484
GO:0030599,augustus-544_pilon-processed-gene-0.7,0.430164159198773
GO:0042545,augustus-544_pilon-processed-gene-0.7,0.430164159198773
GO:0004553,maker-312_pilon-snap-gene-6.63,0.429557682287552
GO:0005975,maker-312_pilon-snap-gene-6.63,0.429557682287552
GO:0005515,augustus_masked-264_pilon-processed-gene-113.13,0.429423626641971
GO:0004672,augustus_masked-264_pilon-processed-gene-113.13,0.429423626641971
GO:0006468,augustus_masked-264_pilon-processed-gene-113.13,0.429423626641971
GO:0005524,snap-490_pilon-processed-gene-2.123,0.429246077410515
GO:0004672,snap-490_pilon-processed-gene-2.123,0.429246077410515
GO:0006468,snap-490_pilon-processed-gene-2.123,0.429246077410515
GO:0015267,maker-215_pilon-snap-gene-49.89,0.428885494270107
GO:0016020,maker-215_pilon-snap-gene-49.89,0.428885494270107
GO:0055085,maker-215_pilon-snap-gene-49.89,0.428885494270107
GO:0004612,maker-1014_pilon-snap-gene-4.49,0.428851015784607
GO:0005524,maker-1014_pilon-snap-gene-4.49,0.428851015784607
GO:0006094,maker-1014_pilon-snap-gene-4.49,0.428851015784607
GO:0003824,maker-385_pilon-augustus-gene-11.108,0.428684431096243
GO:0016020,augustus_masked-695_pilon-abinit-gene-9.4,0.428662054795161
GO:0004222,augustus_masked-695_pilon-abinit-gene-9.4,0.428662054795161
GO:0071586,augustus_masked-695_pilon-abinit-gene-9.4,0.428662054795161
GO:0005515,augustus-312_pilon-processed-gene-2.62,0.428157876938938
GO:0005515,augustus_masked-414_pilon-processed-gene-17.7,0.428125236872725
GO:0005543,snap-265_pilon-processed-gene-9.39,0.426385806200497
GO:0005515,augustus_masked-358_pilon-abinit-gene-37.43,0.426368148520849
GO:0003677,maker-299_pilon-snap-gene-30.94,0.425047622204378
GO:0006265,maker-299_pilon-snap-gene-30.94,0.425047622204378
GO:0003917,maker-299_pilon-snap-gene-30.94,0.425047622204378
GO:0006629,snap_masked-263_pilon-processed-gene-33.10,0.424655273461016
GO:0051260,snap_masked-267_pilon-processed-gene-67.131,0.423363216965731
GO:0030246,augustus-360_pilon-processed-gene-13.72,0.422796175139552
GO:0003700,snap-299_pilon-processed-gene-20.37,0.420309957959891
GO:0006355,snap-299_pilon-processed-gene-20.37,0.420309957959891
GO:0043565,snap-299_pilon-processed-gene-20.37,0.420309957959891
GO:0004857,augustus-748_pilon-processed-gene-3.35,0.418698587626587
GO:0008270,maker-345_pilon-snap-gene-147.34,0.418575407170046
GO:0005515,snap-519_pilon-processed-gene-2.91,0.418417222541726
GO:0005515,maker-424_pilon-augustus-gene-7.64,0.416398564034839
GO:0005515,snap-772_pilon-processed-gene-17.4,0.415731401819967
GO:0046983,maker-526_pilon-snap-gene-11.30,0.414693584136499
GO:0005524,snap-361_pilon-processed-gene-47.14,0.414677204209562
GO:0016887,snap-361_pilon-processed-gene-47.14,0.414677204209562
GO:0005634,augustus-611_pilon-processed-gene-4.1,0.414296735710372
GO:0016787,augustus-353_pilon-processed-gene-14.68,0.414224726866689
GO:0003677,maker-66045_pilon-augustus-gene-0.51,0.413470484043106
GO:0005524,maker-66045_pilon-augustus-gene-0.51,0.413470484043106
GO:0006265,maker-66045_pilon-augustus-gene-0.51,0.413470484043106
GO:0003918,maker-66045_pilon-augustus-gene-0.51,0.413470484043106
GO:0003676,maker-717_pilon-snap-gene-15.71,0.412834253449412
GO:0004519,maker-717_pilon-snap-gene-15.71,0.412834253449412
GO:0006308,maker-717_pilon-snap-gene-15.71,0.412834253449412
GO:0005524,maker-385_pilon-augustus-gene-14.29,0.412604781839625
GO:0003682,snap-436_pilon-processed-gene-1.43,0.412538315986962
GO:0006508,maker-606_pilon-augustus-gene-74.61,0.412501563276538
GO:0008270,maker-606_pilon-augustus-gene-74.61,0.412501563276538
GO:0004181,maker-606_pilon-augustus-gene-74.61,0.412501563276538
GO:0016020,augustus_masked-361_pilon-processed-gene-14.4,0.411277761565427
GO:0006952,augustus_masked-361_pilon-processed-gene-14.4,0.411277761565427
GO:0003677,snap_masked-542_pilon-processed-gene-37.24,0.411140810330045
GO:0003916,snap_masked-542_pilon-processed-gene-37.24,0.411140810330045
GO:0006265,snap_masked-542_pilon-processed-gene-37.24,0.411140810330045
GO:0005694,snap_masked-542_pilon-processed-gene-37.24,0.411140810330045
GO:0005515,maker-73666_pilon-augustus-gene-8.3,0.410763669561312
GO:0005524,maker-71847_pilon-snap-gene-0.49,0.410465539222157
GO:0003697,maker-71847_pilon-snap-gene-0.49,0.410465539222157
GO:0006281,maker-71847_pilon-snap-gene-0.49,0.410465539222157
GO:0016020,maker-975_pilon-augustus-gene-26.123,0.410139711569098
GO:0055085,maker-975_pilon-augustus-gene-26.123,0.410139711569098
GO:0006812,maker-975_pilon-augustus-gene-26.123,0.410139711569098
GO:0015299,maker-975_pilon-augustus-gene-26.123,0.410139711569098
GO:0003824,maker-338_pilon-snap-gene-9.64,0.410115575568238
GO:0016757,maker-715_pilon-snap-gene-4.30,0.409250753946359
GO:0008299,snap_masked-229649_pilon-processed-gene-0.2,0.409076477407151
GO:0005525,maker-417_pilon-snap-gene-1.2,0.40854904261913
GO:0016788,maker-346_pilon-augustus-gene-1.84,0.407537737944533
GO:0003824,maker-72381_pilon-snap-gene-1.8,0.407444588678808
GO:0009058,maker-72381_pilon-snap-gene-1.8,0.407444588678808
GO:0006355,augustus-215_pilon-processed-gene-28.93,0.405694764397525
GO:0003677,augustus-215_pilon-processed-gene-28.93,0.405694764397525
GO:0006355,maker-420_pilon-snap-gene-22.69,0.405147351971185
GO:0003677,maker-420_pilon-snap-gene-22.69,0.405147351971185
GO:0046983,maker-705_pilon-snap-gene-16.72,0.404176428803991
GO:0046872,maker-265_pilon-augustus-gene-85.1,0.403305720925799
GO:0004784,maker-265_pilon-augustus-gene-85.1,0.403305720925799
GO:0006801,maker-265_pilon-augustus-gene-85.1,0.403305720925799
GO:0000166,augustus_masked-819_pilon-processed-gene-5.72,0.403298257695893
GO:0004019,augustus_masked-819_pilon-processed-gene-5.72,0.403298257695893
GO:0006164,augustus_masked-819_pilon-processed-gene-5.72,0.403298257695893
GO:0005524,snap-720_pilon-processed-gene-5.46,0.402538240025732
GO:0004672,snap-720_pilon-processed-gene-5.46,0.402538240025732
GO:0006468,snap-720_pilon-processed-gene-5.46,0.402538240025732
GO:0004842,snap-720_pilon-processed-gene-5.46,0.402538240025732
GO:0016567,snap-720_pilon-processed-gene-5.46,0.402538240025732
GO:0004601,augustus-590_pilon-processed-gene-0.53,0.402474690181942
GO:0006979,augustus-590_pilon-processed-gene-0.53,0.402474690181942
GO:0020037,augustus-590_pilon-processed-gene-0.53,0.402474690181942
GO:0005515,augustus-428_pilon-processed-gene-27.67,0.402284644228312
GO:0009055,maker-379_pilon-augustus-gene-14.83,0.402129122012705
GO:0005515,maker-456_pilon-augustus-gene-8.42,0.401953594410304
GO:0006508,maker-714_pilon-snap-gene-2.0,0.401841020853253
GO:0004185,maker-714_pilon-snap-gene-2.0,0.401841020853253
GO:0030246,augustus_masked-380_pilon-abinit-gene-26.4,0.401780738697611
GO:0005524,augustus_masked-380_pilon-abinit-gene-26.4,0.401780738697611
GO:0004672,augustus_masked-380_pilon-abinit-gene-26.4,0.401780738697611
GO:0006468,augustus_masked-380_pilon-abinit-gene-26.4,0.401780738697611
GO:0004553,augustus_masked-380_pilon-abinit-gene-26.4,0.401780738697611
GO:0005975,augustus_masked-380_pilon-abinit-gene-26.4,0.401780738697611
GO:0016020,evm-428_pilon-processed-gene-20.4,0.401315298464121
GO:0016020,maker-547_pilon-snap-gene-27.22,0.40048932391041703
GO:0055085,maker-547_pilon-snap-gene-27.22,0.40048932391041703
GO:0022857,maker-547_pilon-snap-gene-27.22,0.40048932391041703
GO:0010274,augustus-265_pilon-processed-gene-80.49,0.399919212174475
GO:0003723,snap-578_pilon-processed-gene-3.90,0.399261812090897
GO:0005543,snap-348_pilon-processed-gene-35.66,0.39869670096436
GO:0009058,maker-345_pilon-snap-gene-73.35,0.397949798756571
GO:0004843,maker-205964_pilon-snap-gene-0.9,0.39753750955749
GO:0016579,maker-205964_pilon-snap-gene-0.9,0.39753750955749
GO:0046983,maker-377_pilon-snap-gene-19.76,0.396241184205434
GO:0015031,augustus-422_pilon-processed-gene-13.33,0.396232992450313
GO:0005778,augustus-316_pilon-processed-gene-39.13,0.395451798735967
GO:0016559,augustus-316_pilon-processed-gene-39.13,0.395451798735967
GO:0003824,augustus-721_pilon-processed-gene-7.3,0.39502936993204
GO:0005524,snap-606_pilon-processed-gene-30.35,0.394133554743406
GO:0004672,snap-606_pilon-processed-gene-30.35,0.394133554743406
GO:0006468,snap-606_pilon-processed-gene-30.35,0.394133554743406
GO:0005525,augustus_masked-975_pilon-abinit-gene-31.95,0.393954592270308
GO:0016020,augustus-261_pilon-processed-gene-87.49,0.393944666200683
GO:0006952,augustus-261_pilon-processed-gene-87.49,0.393944666200683
GO:0005515,maker-445_pilon-snap-gene-53.71,0.39354483753452
GO:0004672,maker-299_pilon-snap-gene-10.50,0.393423269921587
GO:0006468,maker-299_pilon-snap-gene-10.50,0.393423269921587
GO:0004672,maker-74634_pilon-augustus-gene-0.125,0.393123123689906
GO:0006468,maker-74634_pilon-augustus-gene-0.125,0.393123123689906
GO:0005515,maker-361_pilon-snap-gene-10.192,0.391071569991336
GO:0003723,maker-547_pilon-snap-gene-22.3,0.390759663613319
GO:0003676,maker-547_pilon-snap-gene-22.3,0.390759663613319
GO:0005515,maker-267_pilon-augustus-gene-40.165,0.390168523514701
GO:0005515,maker-927_pilon-snap-gene-11.3,0.389753765039056
GO:0008233,maker-927_pilon-snap-gene-11.3,0.389753765039056
GO:0008237,maker-927_pilon-snap-gene-11.3,0.389753765039056
GO:0000413,maker-379_pilon-augustus-gene-14.84,0.389255123548468
GO:0003755,maker-379_pilon-augustus-gene-14.84,0.389255123548468
GO:0003735,maker-720_pilon-snap-gene-3.103,0.388951022840189
GO:0005840,maker-720_pilon-snap-gene-3.103,0.388951022840189
GO:0006412,maker-720_pilon-snap-gene-3.103,0.388951022840189
GO:0016020,maker-266_pilon-snap-gene-67.66,0.388842059561693
GO:0004190,maker-266_pilon-snap-gene-67.66,0.388842059561693
GO:0006508,evm-266_pilon-processed-gene-110.47,0.388117912925042
GO:0004185,evm-266_pilon-processed-gene-110.47,0.388117912925042
GO:0003723,augustus_masked-422_pilon-processed-gene-17.48,0.387913981425644
GO:0016020,maker-770_pilon-augustus-gene-8.47,0.387793683016877
GO:0004867,augustus-678_pilon-processed-gene-0.3,0.3876003115189
GO:0005524,augustus-73290_pilon-processed-gene-0.20,0.38739913148053
GO:0004672,augustus-73290_pilon-processed-gene-0.20,0.38739913148053
GO:0006468,augustus-73290_pilon-processed-gene-0.20,0.38739913148053
GO:0046983,maker-613_pilon-snap-gene-2.72,0.386644443784547
GO:0003700,augustus-358_pilon-processed-gene-50.3,0.386007308410012
GO:0006355,augustus-358_pilon-processed-gene-50.3,0.386007308410012
GO:0005092,maker-866_pilon-snap-gene-0.70,0.385614630630388
GO:0007264,maker-866_pilon-snap-gene-0.70,0.385614630630388
GO:0016787,maker-266_pilon-augustus-gene-114.1,0.384732568604513
GO:0008194,augustus-770_pilon-processed-gene-7.107,0.38472087748917
GO:0005515,maker-452_pilon-augustus-gene-39.65,0.384642636347365
GO:0005515,maker-102861_pilon-snap-gene-0.14,0.384452531759984
GO:0005515,maker-268_pilon-augustus-gene-54.15,0.383735402717983
GO:0016409,maker-268_pilon-augustus-gene-54.15,0.383735402717983
GO:0003677,augustus-780_pilon-processed-gene-8.23,0.383419050071488
GO:0008270,augustus-780_pilon-processed-gene-8.23,0.383419050071488
GO:0003950,augustus-780_pilon-processed-gene-8.23,0.383419050071488
GO:0005524,maker-379_pilon-snap-gene-14.6,0.383086475582556
GO:0008017,maker-379_pilon-snap-gene-14.6,0.383086475582556
GO:0003777,maker-379_pilon-snap-gene-14.6,0.383086475582556
GO:0007018,maker-379_pilon-snap-gene-14.6,0.383086475582556
GO:0006508,maker-345_pilon-augustus-gene-143.23,0.38272344528876
GO:0008236,maker-345_pilon-augustus-gene-143.23,0.38272344528876
GO:0015267,maker-70769_pilon-snap-gene-0.6,0.382514040514555
GO:0016020,maker-70769_pilon-snap-gene-0.6,0.382514040514555
GO:0055085,maker-70769_pilon-snap-gene-0.6,0.382514040514555
GO:0003700,snap_masked-522_pilon-processed-gene-5.1,0.38194476623372
GO:0006355,snap_masked-522_pilon-processed-gene-5.1,0.38194476623372
GO:0006352,snap_masked-522_pilon-processed-gene-5.1,0.38194476623372
GO:0005759,augustus-261_pilon-processed-gene-43.71,0.380826354579831
GO:0005515,augustus_masked-312_pilon-processed-gene-2.58,0.380721380641455
GO:0003700,snap-1002_pilon-processed-gene-2.0,0.380404100789166
GO:0006355,snap-1002_pilon-processed-gene-2.0,0.380404100789166
GO:0004559,maker-71564_pilon-snap-gene-0.6,0.378596913517352
GO:0006013,maker-71564_pilon-snap-gene-0.6,0.378596913517352
GO:0003723,maker-373_pilon-snap-gene-2.19,0.378399535761742
GO:0001522,maker-373_pilon-snap-gene-2.19,0.378399535761742
GO:0009451,maker-373_pilon-snap-gene-2.19,0.378399535761742
GO:0009982,maker-373_pilon-snap-gene-2.19,0.378399535761742
GO:0004672,maker-345_pilon-snap-gene-118.58,0.378180574957344
GO:0006468,maker-345_pilon-snap-gene-118.58,0.378180574957344
GO:0006511,maker-710_pilon-augustus-gene-0.41,0.376719840331608
GO:0005515,snap-380_pilon-processed-gene-27.114,0.376218205997014
GO:0005515,augustus-370_pilon-processed-gene-5.5,0.374815356486153
GO:0016020,augustus_masked-571_pilon-processed-gene-8.61,0.374618390202637
GO:0016757,augustus_masked-571_pilon-processed-gene-8.61,0.374618390202637
GO:0005515,maker-492_pilon-snap-gene-4.66,0.373864442220936
GO:0005634,maker-73908_pilon-augustus-gene-0.78,0.373647712300098
GO:0003676,maker-73908_pilon-augustus-gene-0.78,0.373647712300098
GO:0005515,maker-360_pilon-snap-gene-64.0,0.373006306322638
GO:0004672,maker-360_pilon-snap-gene-64.0,0.373006306322638
GO:0006468,maker-360_pilon-snap-gene-64.0,0.373006306322638
GO:0008168,snap_masked-426_pilon-processed-gene-5.37,0.371533437349497
GO:0009058,maker-579_pilon-snap-gene-14.0,0.370678459788826
GO:0016844,maker-579_pilon-snap-gene-14.0,0.370678459788826
GO:0004474,augustus-73577_pilon-processed-gene-0.56,0.369554308863891
GO:0006097,augustus-73577_pilon-processed-gene-0.56,0.369554308863891
GO:0006952,maker-132829_pilon-snap-gene-0.6,0.369285431218853
GO:0046983,snap-867_pilon-processed-gene-48.20,0.368919567145274
GO:0003676,snap_masked-445_pilon-processed-gene-28.71,0.368130885938734
GO:0008270,snap_masked-445_pilon-processed-gene-28.71,0.368130885938734
GO:0016020,maker-452_pilon-snap-gene-55.4,0.367521559304749
GO:0016020,maker-438_pilon-snap-gene-6.1,0.367431489799506
GO:0055085,maker-438_pilon-snap-gene-6.1,0.367431489799506
GO:0005524,maker-438_pilon-snap-gene-6.1,0.367431489799506
GO:0140359,maker-438_pilon-snap-gene-6.1,0.367431489799506
GO:0046872,augustus_masked-377_pilon-processed-gene-2.26,0.36710477330728303
GO:0000272,maker-74056_pilon-augustus-gene-32.167,0.366283846466607
GO:0016161,maker-74056_pilon-augustus-gene-32.167,0.366283846466607
GO:0006807,snap_masked-73063_pilon-processed-gene-0.40,0.365800788239771
GO:0030246,augustus-692_pilon-processed-gene-2.310,0.365586076895726
GO:0004672,augustus-692_pilon-processed-gene-2.310,0.365586076895726
GO:0006468,augustus-692_pilon-processed-gene-2.310,0.365586076895726
GO:0005509,maker-268_pilon-snap-gene-119.11,0.364498455785195
GO:0004609,maker-268_pilon-snap-gene-119.11,0.364498455785195
GO:0008654,maker-268_pilon-snap-gene-119.11,0.364498455785195
GO:0016788,maker-312_pilon-augustus-gene-4.7,0.364265782264784
GO:0046872,maker-452_pilon-augustus-gene-13.45,0.363463406936169
GO:0005524,maker-452_pilon-augustus-gene-13.45,0.363463406936169
GO:0140658,maker-452_pilon-augustus-gene-13.45,0.363463406936169
GO:0046872,augustus_masked-372_pilon-processed-gene-3.31,0.361718008596502
GO:0004143,maker-375_pilon-snap-gene-13.37,0.361660858215277
GO:0007205,maker-375_pilon-snap-gene-13.37,0.361660858215277
GO:0016301,maker-375_pilon-snap-gene-13.37,0.361660858215277
GO:0005525,evm-71718_pilon-processed-gene-0.20,0.361495966870722
GO:0003924,evm-71718_pilon-processed-gene-0.20,0.361495966870722
GO:0003729,augustus_masked-264_pilon-processed-gene-25.12,0.360920950706692
GO:0005685,augustus_masked-264_pilon-processed-gene-25.12,0.360920950706692
GO:0006376,augustus_masked-264_pilon-processed-gene-25.12,0.360920950706692
GO:0003700,augustus-267_pilon-processed-gene-31.61,0.360354256503113
GO:0006355,augustus-267_pilon-processed-gene-31.61,0.360354256503113
GO:0051536,maker-825_pilon-snap-gene-11.76,0.35971930307248
GO:0004553,maker-431_pilon-snap-gene-5.121,0.359708116548223
GO:0005975,maker-431_pilon-snap-gene-5.121,0.359708116548223
GO:0006355,maker-383_pilon-snap-gene-19.99,0.359588228842034
GO:0043565,maker-383_pilon-snap-gene-19.99,0.359588228842034
GO:0005515,maker-383_pilon-snap-gene-19.99,0.359588228842034
GO:0006415,maker-266_pilon-augustus-gene-77.193,0.358768342444553
GO:0003747,maker-266_pilon-augustus-gene-77.193,0.358768342444553
GO:0003824,evm-714_pilon-processed-gene-23.24,0.358518019004458
GO:0004672,maker-254011_pilon-snap-gene-0.0,0.358040974500811
GO:0006468,maker-254011_pilon-snap-gene-0.0,0.358040974500811
GO:0005524,maker-355_pilon-snap-gene-8.87,0.357708705500114
GO:0008017,maker-355_pilon-snap-gene-8.87,0.357708705500114
GO:0003777,maker-355_pilon-snap-gene-8.87,0.357708705500114
GO:0007018,maker-355_pilon-snap-gene-8.87,0.357708705500114
GO:0003677,maker-348_pilon-snap-gene-3.63,0.35743490093165
GO:0005524,augustus_masked-700_pilon-processed-gene-2.27,0.357288912108319
GO:0016887,augustus_masked-700_pilon-processed-gene-2.27,0.357288912108319
GO:0046872,maker-267_pilon-snap-gene-5.26,0.356784918581099
GO:0005515,augustus-613_pilon-processed-gene-0.113,0.356585503748571
GO:0005515,maker-614_pilon-augustus-gene-0.47,0.356582935015332
GO:0016491,maker-614_pilon-augustus-gene-0.47,0.356582935015332
GO:0020037,maker-783_pilon-snap-gene-0.53,0.356083215282872
GO:0004497,maker-783_pilon-snap-gene-0.53,0.356083215282872
GO:0005506,maker-783_pilon-snap-gene-0.53,0.356083215282872
GO:0016705,maker-783_pilon-snap-gene-0.53,0.356083215282872
